,Name,Ordinal_type,Postcode,Latitude,Longitude
738,Birkenhead Bebington Rd Superstore,2,CH42 4QF,53.365172869717746, -3.0171793699264526
739,Birkenhead Express,1,CH41 2UF,53.384423444552816, -3.0366091368227077
740,Claughton Express,1,CH41 0DE,53.39461597489786, -3.057310589587592
741,Birkenhead Bidston Moss Extra,3,CH43 7AA,53.40804265267005, -3.0702479944601158
742,Birmingham Hockley Express,1,B18 6BB,52.48902943202288, -1.9084690889308287
743,Hall Green Stratford Express,1,B28 8AB,52.43731551581545, -1.8465585331031509
744,Erdington Esso Express,1,B23 5TW,52.533629888417565, -1.8281848637161602
745,Castle Bromwich Green Ln Express,1,B36 0BX,52.506730572401665, -1.7598083489636585
746,Birmingham Mailbox Express,1,B1 1XL,52.47544706746673, -1.9055825576734986
747,Bath Row Birmingham Express,1,B1 1JW,52.47312955253242, -1.9069498166977294
748,Robin Hood Express,1,B28 0LG,52.424065393640774, -1.8484215438365936
749,Aston Ln Superstore,2,B6 6QR,52.512723630556025, -1.8871988264618267
750,Kings Heath Express,1,B14 6EB,52.42120823966746, -1.891559511423111
751,Barnt Green Express,1,B45 8NE,52.36087000623442, -1.9907412823035475
752,Castle Bromwich Express,1,B36 8BL,52.50134446889866, -1.8030235423278782
753,Birmingham Jewellery Quarter Express,1,B1 3HN,52.486745, -1.912836
754,Birmingham Frankley Express,1,B31 5NJ,52.407910428072455, -1.9954656180537333
755,Birmingham Bristol Rd Express,1,B29 6BE,52.44542708100085, -1.9342946121094884
756,West Heath Birmingham Express,1,B31 3LD,52.40003123298982, -1.9607900083065033
757,Birmingham Alcester Express,1,B47 5PN,52.396891427542016, -1.8806026875972748
758,Birmingham Colmore Express,1,B3 2QD,52.48234816850278, -1.897253841161728
759,Water Orton Express,1,B46 1SR,52.51825220961474, -1.7417924455689593
760,University Express,1,B4 7ET,52.4854609165869, -1.8904360466269736
761,Bagot Street Express,1,B4 7BA,52.48902062324914, -1.8934206982813429
762,Birmingham Bristnall Express,1,B68 9TX,52.48180147616205, -1.9984895042991946
763,Birmingham Carrs Ln Express,1,B4 7SS,52.47975215256482, -1.8937591717930218
764,Birmingham New Street Express,1,B2 5AE,52.479409335903185, -1.8990955509261767
765,Sheldon Superstore,2,B26 3DY,52.453318991431935, -1.7903101444244385
766,Grand Central Express,1,B2 4XJ,52.47776563143332, -1.8990317372973209
767,Erdington Six Ways Express,1,B23 7NR,52.52179441581428, -1.8449615042991354
768,Edgbaston Hagley Rd Express,1,B17 8DJ,52.473037646442464, -1.9569760060883334
769,Birmingham Hurst St Express,1,B5 4TP,52.47356692405754, -1.8963174334574506
770,Birmingham Bournville Esso Express,1,B30 1PA,52.42324531381111, -1.9326343252456581
771,Nightingale Nec Express,1,B40 1NT,52.452114, -1.719182
772,Rubery Superstore,2,B45 9JL,52.394626864821134, -2.014138127261633
773,Handsworth Oxhill Rd Express,1,B21 9RR,52.513551412139726, -1.9372128895493006
774,Quinton Superstore,2,B32 1EG,52.45909455824505, -1.9982857161941183
775,Birmingham Corporation St Express,1,B4 6TB,52.482275183258196, -1.8940112944774228
776,Yardley Extra,3,B26 1AD,52.462359351635115, -1.8134084344455914
777,Bishop'S Stortford South St Express,1,CM23 3AZ,51.86868113833833, 0.16042828559875488
778,Bishop'S Stortford Superstore,2,CM23 4DD,51.87507375524944, 0.13544251802159124
779,Havers Ln Express,1,CM23 3PD,51.862377650124905, 0.15583870379487053
780,Blackburn Roe Lee Express,1,BB1 9AX,53.76931665287694, -2.4780459702014923
781,Blackburn Bank Top Express,1,BB2 1TN,53.742535716035256, -2.497726818553474
782,Great Harwood Superstore,2,BB6 7AT,53.78665514059705, -2.3993789103813015
783,Blackburn Superstore,2,BB1 3HF,53.751214591572214, -2.4593747681402234
784,Livesey Blackburn Express,1,BB2 5AY,53.72600138349083, -2.5240122858004854
785,Blackpool Central Dr Express,1,FY1 5DY,53.8115195340543, -3.048676550388336
786,Blackpool Lytham Rd Express,1,FY1 6ET,53.799316990172244, -3.051047623157501
787,Bispham Express,1,FY2 0AS,53.852528, -3.03886
788,South Shore Express,1,FY4 2JD,53.78541373781013, -3.045664429664612
789,Blackpool Ansdell Rd Express,1,FY1 6PU,53.803442304441255, -3.038864294667134
790,Blackpool Whitegate Dr Express,1,FY3 9BZ,53.81474056416313, -3.035341342956599
791,Blackpool Clifton Extra,3,FY4 4UJ,53.79455868701314, -2.9923076279827243
792,Marton Dr Blckpool Express,1,FY4 3EU,53.7959474157191, -3.038020999999958
793,Blackpool Westcliffe Dr Express,1,FY3 7DR,53.83170200337945, -3.030174672603607
794,Blackpool Marton Express,1,FY3 9JW,53.806524269831975, -3.028500974178314
795,Blackwater Darby Green Express,1,GU17 0LL,51.336664675691644, -0.7966421779099164
796,Blackwater Express,1,GU17 0AE,51.33017870841106, -0.7851518540020379
797,Bognor Regis Express,1,PO22 8QW,50.79391549361965, -0.6378909945487976
798,Bognor Regis Station Rd Express,1,PO21 1QD,50.78585211379626, -0.675808730575953
799,Bognor Regis Nyetimber Express,1,PO21 3QB,50.780255756984644, -0.7356923818588257
800,Bognor Regis R S Exp,1,PO21 5AN,50.79898808354932, -0.6923756244714241
801,Bognor Regis Aldwick Rd Express,1,PO21 2PE,50.78163810610344, -0.6867387145757675
802,Bognor Regis Superstore,2,PO22 9ND,50.79680400000001, -0.6699728981475346
803,Bradford St Esso Express,1,BL2 1JR,53.57828306632663, -2.4138084053993225
804,Bolton Little Lever Superstore,2,BL3 1RG,53.564452488209334, -2.3728302711639344
805,Westhoughton Express,1,BL5 3JS,53.554440811367485, -2.5084528483326762
806,Bolton Horwich Extra,3,BL6 6JS,53.581404234761656, -2.5317800045013428
807,Bolton Wigan Rd Esso Express,1,BL3 5PX,53.57053970618843, -2.452343851520473
808,Bourne Superstore,2,PE10 9LS,52.75990114235874, -0.36670556563421997
809,Bourne Esso Express,1,PE10 9AQ,52.771580640956536, -0.37732295337295607
810,Bournemouth Charminster Rd Express,1,BH8 8UE,50.73467183842995, -1.8690906465053558
811,Bournemouth Square Express,1,BH2 6DT,50.7207321549327, -1.8797871244826925
812,Northbourne Express,1,BH10 7AG,50.76733163257681, -1.8856979115162176
813,Tuckton Rd Express,1,BH6 3AA,50.72830114790343, -1.7915399372577667
814,Southbourne Grove Express,1,BH6 3RA,50.726436039646615, -1.816275268793106
815,Bournemouth Triangle Express,1,BH2 5RG,50.72045989234878, -1.8841204047203064
816,Bournemouth Dolphin Express,1,BH8 8AY,50.73065360823481, -1.8544021993875504
817,Bournemouth Holden Rd Express,1,BH8 8FT,50.72416380792791, -1.864457248125404
818,Moordown Express,1,BH9 2EG,50.74889135315639, -1.877739429473877
819,Pokesdown Express,1,BH7 6DW,50.731940918620055, -1.8228307974474234
820,Muscliffe Express,1,BH9 3LR,50.761080834081525, -1.8617146078838687
821,Bournemouth Extra,3,BH7 7DY,50.745539434347435, -1.8165273716222585
822,Brackley Superstore,2,NN13 7EF,52.02310838147657, -1.1517512798309326
823,Brackley Lark Rise Express,1,NN13 6JR,52.03727748937087, -1.1535067856311798
824,Bracknell North Superstore,2,RG42 3JP,51.426731597107235, -0.7327232970027109
825,Forest Park Express,1,RG12 0XQ,51.3977625, -0.7286643
826,Bracknell Superstore,2,RG12 9TZ,51.40807743105738, -0.7251657019969571
827,Low Moor Bradford Express,1,BD12 0TQ,53.75763225668487, -1.7643195390701294
828,Heaton Haworth Rd Express,1,BD9 6NJ,53.816171873779886, -1.815681107348901
829,Bradford Sunbridge Rd Express,1,BD1 2AY,53.79346287657462, -1.7550400825242463
830,Queensbury Superstore,2,BD13 1QD,53.76824340004259, -1.8413686752319336
831,Undercliffe Express,1,BD2 4QF,53.80825858405991, -1.7310923337936401
832,Bradford Bolton Express,1,BD2 4HP,53.81478719243474, -1.738161384874919
833,Bradford Extra,3,BD7 4EY,53.78092787705135, -1.7884299019860586
834,Bradford Buttershaw Superstore,2,BD6 2DW,53.758987598476175, -1.7943221779098621
835,Manninghm Ln Bradford Express,1,BD8 7HY,53.80271554543384, -1.7616770399319837
836,Bradford Peel Centre Superstore,2,BD1 4RB,53.80412327088311, -1.75431320775715
837,Leaventhorpe Esso Express,1,BD13 3DG,53.79188088255793, -1.8291500932541567
838,Braintree Great Notley Superstore,2,CM77 7WW,51.85761408371109, 0.5224480674764891
839,Braintree Coggeshall Express,1,CM7 9EL,51.88053369347191, 0.5647384337680705
840,Braintree Town Centre Superstore,2,CM7 1ES,51.87793629319545, 0.5525578803392239
841,Braintree Marks Farm Superstore,2,CM77 8AA,51.88075632830104, 0.5827420949935913
842,Brentwood Express,1,CM13 2QG,51.630233499491155, 0.3455135940369214
843,High Street Brentwood Express,1,CM14 4RW,51.62051, 0.30199
844,Shenfield Express,1,CM15 8JD,51.63038202846526, 0.32859206199645996
845,Brentwood Esso Express,1,CM14 4QG,51.61690717792949, 0.2909045485204276
846,Warley Hill Express,1,CM14 5HB,51.60867074098273, 0.298564268307814
847,Bridgend Gentle Way Express,1,CF31 5EJ,51.501858, -3.601473
848,Bridgend Brewery Ln Superstore,2,CF31 4AP,51.509016076344565, -3.5794666225228866
849,Bridgend Extra,3,CF31 3SQ,51.497584032907305, -3.568426783873575
850,North Cornelly Express,1,CF33 4LN,51.5218057279188, -3.705996870471082
851,Bridgnorth Express,1,WV16 4DX,52.53598112643356, -2.4195796733556563
852,Bridgnorth Hermitage Esso Express,1,WV15 5AP,52.53462513856736, -2.4118174519594504
853,Bower Manor Express,1,TA6 4YA,51.133595456502384, -2.9761456028427347
854,Bridgwater Express,1,TA6 4WB,51.1657631, -2.9886286
855,Bridlington Express,1,YO15 2JQ,54.09026771803559, -0.18552621055674123
856,Bridlington Superstore,2,YO15 3EP,54.084205346295235, -0.1968937535920201
857,Woodingdean Esso Express,1,BN2 6BB,50.83644866526672, -0.07766067981719971
858,Brighton Queens Rd Express,1,BN1 3XF,50.826592444218534, -0.14174535870552063
859,Portslade Superstore,2,BN41 1GB,50.83413399122874, -0.20698615149425503
860,Brighton Jubilee St Express,1,BN1 1GE,50.82452900000002, -0.13897600000000399
861,Rottingdean Express,1,BN2 7HP,50.80353621277308, -0.05808994174003601
862,Bedminster Express,1,BS3 3NN,51.43810746756105, -2.6030758023262024
863,Bristol Bell Hill Rd Express,1,BS5 7NF,51.460824872501675, -2.530953884124756
864,Yate Extra,3,BS37 4AS,51.5396091092729, -2.411402463912964
865,Cheltnhm Rd Bristol Express,1,BS6 5RL,51.46512370139804, -2.5899919867515564
866,Henleaze Esso Express,1,BS9 4NB,51.48616916565585, -2.6095372438430786
867,Clifton Express,1,BS8 2RL,51.46882101872818, -2.6136169540998
868,Bishopston Express,1,BS7 8BE,51.474554639916654, -2.5912821292877197
869,Mangotsfield Express,1,BS16 9JB,51.48296306367032, -2.4851927161216736
870,Redfield Express,1,BS5 9HT,51.45959572569864, -2.553471028804779
871,Fishponds Express,1,BS16 3PQ,51.471699415806924, -2.5236596167087555
872,Clifton Regent St Express,1,BS8 4HU,51.454830821033596, -2.6187108364115375
873,Bristol Paragon Express,1,BS1 2HJ,51.45271849023173, -2.588291481461056
874,Totterdown Express,1,BS3 4RJ,51.44208921632153, -2.5785197758796197
875,Bristol Filton Ave Express,1,BS7 0LJ,51.495630821092966, -2.5740348547697067
876,Bristol Axbridge Rd Express,1,BS4 2RX,51.434004242087504, -2.5783418118953705
877,Bristol Clare St Express,1,BS1 1XR,51.45354399194719, -2.596472878090026
878,Staple Hill Superstore,2,BS16 5NP,51.48067977718133, -2.5037500744929275
879,Canons Express,1,BS1 5TY,51.44996295746396, -2.602913417269861
880,Bristol Filton Esso Express,1,BS34 7PL,51.505121982840826, -2.5775862711639093
881,Longwell Green Express,1,BS30 9DF,51.437963738715524, -2.493326092037478
882,Bristol Broadmead Express,1,BS1 3DW,51.457189, -2.591292
883,Yate Station Rd Express,1,BS37 4PH,51.540536572880015, -2.4231190886598597
884,Bradley Stoke Baileys Court Express,1,BS32 8EJ,51.52565353874901, -2.5400002207811667
885,Bristol Blenheim Court Express,1,BS1 3LA,51.459938319229465, -2.5932776927948
886,Bradley Stoke Express,1,BS32 0BQ,51.54328112907561, -2.558695809513858
887,Bradley Stoke Extra,3,BS32 8EF,51.53544626949001, -2.548007369041443
888,Bristol Brislington Extra,3,BS4 5AY,51.43234696756102, -2.5545558147132397
889,College House Express,1,BS1 5SP,51.45264971401157, -2.599819600582123
890,Warmley Deanery Rd Esso Express,1,BS15 9JB,51.4605660269533, -2.4808393263892867
891,Bristol E Extra,3,BS5 6XU,51.473347419508954, -2.563015501973382
892,Greystoke Ave Express,1,BS10 6BQ,51.5029256784292, -2.6015308454036585
893,Bristol Hatchet Rd Express,1,BS34 6TU,51.517494251138295, -2.5467118620872498
894,Winterbourne Esso Express,1,BS36 1RE,51.52812000152865, -2.5045984983444214
895,Lime Trees Rd Superstore,2,BS6 7XW,51.485728979104096, -2.5961656775427855
896,Thornbury Superstore,2,BS35 2BS,51.60395029860461, -2.5245524637115295
897,Midsomer Norton Superstore,2,BS39 7SW,51.292507629837594, -2.499006359598712
898,Bristol Wine St Express,1,BS1 2PH,51.4554150418807, -2.5922437012195587
899,Bristol Soundwell Esso Express,1,BS15 1PN,51.46931142981805, -2.510742049864292
900,Nailsea Superstore,2,BS48 1AQ,51.43482349769922, -2.7532090153749778
901,Trymwood Express,1,BS9 2DP,51.4862257370468, -2.641875641070608
902,Yate Brimsham Park Express,1,BS37 7PJ,51.55190654390651, -2.4114357659752317
903,Yate Wellington Express,1,BS37 5UY,51.548539051597324, -2.41782136236391
904,Whitchurch Esso Express,1,BS14 9HX,51.41380043223824, -2.5592324137687683
905,Kingswood Express,1,BS15 9RR,51.455146789850346, -2.494545578956604
906,Broadstairs Express,1,CT10 1LP,51.35854574313729, 1.4406694396529929
907,Broadstairs Extra,3,CT10 2QJ,51.359146692820275, 1.3999129072941718
908,Bromley Esso Express,1,BR2 0TY,51.3924518783541, 0.002472494261649416
909,Bromley High St Express,1,BR1 1LF,51.400463955135514, 0.017292359825660242
910,Downham Bromley Rd Express,1,BR1 4PB,51.423770408389025, -0.003793379337366787
911,Bromley Superstore,2,BR1 2UE,51.40006778344262, 0.031680911779403687
912,Bromley Plaistow Ln Express,1,BR1 4DS,51.415239976439075, 0.018008774268309935
913,Buckingham Market Hill Express,1,MK18 1JX,52.00091826356484, -0.9869186203493929
914,Buckingham Superstore,2,MK18 1AB,51.989311942753936, -0.9812968969345093
915,Chesham Express,1,HP5 3ED,51.710541622208616, -0.6096650568204676
916,Beaconsfield Express,1,HP9 1LW,51.6024059, -0.6373390999999999
917,Meadow Way Express,1,HP20 1XS,51.82250691680292, -0.7937868775993593
918,Giffard Park Express,1,MK14 5QD,52.07361862010923, -0.7450100591042883
919,Burgess Hill Gatehouse Express,1,RH15 9XB,50.96192880306266, -0.15064402484995298
920,Burgess Hill Superstore,2,RH15 9QT,50.95056684332009, -0.14897356141773344
921,Reedley Esso Express,1,BB10 2PA,53.809879529615294, -2.226156341668366
922,Burnley Express,1,BB10 3JB,53.787889909020585, -2.2142639837937006
923,Burnley Extra,3,BB11 2HE,53.78581757502888, -2.240653950950058
924,Stapenhill Express,1,DE15 9GU,52.79832208662616, -1.6030975884969934
925,Copper Hawthorn Burton Express,1,DE15 9SF,52.78759312211259, -1.6182229536934756
926,Bury Esso Express,1,BL8 2NZ,53.5890613857177, -2.318261910027104
927,Brandlesholme Express,1,BL8 1HS,53.60882335447541, -2.3137844207249803
928,Ramsbottom Superstore,2,BL0 9AS,53.64711170111152, -2.315962454302394
929,Bury Tottington Rd Express,1,BL8 1TS,53.60274232558354, -2.3220047519725995
930,Bury Superstore,2,BL9 5BY,53.597285, -2.295118
931,Bury St Edmunds Horringer Express,1,IP33 2DF,52.23853002125964, 0.7043929809856486
932,St Edmunds Cornhill Express,1,IP33 1DY,52.24647501703209, 0.711438179642232
933,Bury St Edmunds Lawson Place Express,1,IP32 7EW,52.24470351190768, 0.7418271865082033
934,Bury St Edmunds Superstore,2,IP32 7JS,52.254167206610205, 0.7153102603297157
935,Bushey Harcourt Rd Express,1,WD23 3PP,51.6481924443146, -0.355763803318041
936,Bushey Heath Esso Express,1,WD23 1EL,51.63286782873826, -0.34026955424451444
937,Caerphilly Express,1,CF83 2NG,51.570963311575724, -3.2411760091781616
938,Caerphilly Brynhyfryd Rd Express,1,CF83 2RD,51.58517899999999, -3.2420694110451223
939,Riverbank Court Express,1,CF83 8BY,51.591429602872005, -3.1818830966949463
940,Caerphilly Crossways Superstore,2,CF83 3NL,51.589616147670355, -3.211526870727539
941,Calne Express,1,SN11 9UP,51.446388161827535, -2.01336716467722
942,Calne Superstore,2,SN11 9FQ,51.45403048068976, -1.9938215768666856
943,Cambridge Clifton Rd Express,1,CB1 7DZ,52.18947320633758, 0.13680847359296422
944,Cherry Hinton Express,1,CB1 9HU,52.18757576398167, 0.1735389232635498
945,Cambridge Bar Hill Extra,3,CB23 8EL,52.25488311225931, 0.01855656602583622
946,Mill Rd Cambridge Express,1,CB1 3AN,52.197824276426296, 0.14457508160376165
947,East Rd Express,1,CB1 1BG,52.205116193637956, 0.1336631779098525
948,Chesterton Cambs Express,1,CB4 1NX,52.218480103660205, 0.1447844245061347
949,Histon Express,1,CB24 9JD,52.25279187826585, 0.10495660277911156
950,Cambridge Campkin Rd Express,1,CB4 2NF,52.229950012755104, 0.13679568007008314
951,Cambridge Milton Superstore,2,CB24 6AY,52.23902777812628, 0.1544349637824898
952,Cambridge Newmarket Rd Superstore,2,CB5 8LD,52.21143200000002, 0.14357765145109624
953,Hills Rd Cambridge Express,1,CB2 1NW,52.19683164820516, 0.12987271412089552
954,Petty Cury Express,1,CB2 3NE,52.205, 0.12
955,Orchard Park Express,1,CB4 2AD,52.234764210908274, 0.11849320994167556
956,Fulbourn Cherry Hinton Superstore,2,CB1 9BF,52.186868584555384, 0.18810317848874547
957,Stanground Express,1,PE2 8RJ,52.550438509854914, -0.2193242311477661
958,Chatteris Superstore,2,PE16 6RT,52.457778696697716, 0.041289538005719884
959,Cambridge Christs Lane Express,1,CB1 1NP,52.20499909999999, 0.122982
960,Cannock Superstore,2,WS12 3YY,52.69242778549203, -1.9988760352134705
961,Cannock Stafford Express,1,WS11 4AL,52.695822, -2.03422
962,Canterbury Whitefriars Express,1,CT1 2SN,51.27679166077761, 1.0802865028381348
963,Canterbury New Dover Express,1,CT1 3AS,51.275501582151186, 1.08708516228603
964,Cregiau Express,1,CF15 9NL,51.52494473131024, -3.3252384551678915
965,Cardiff Roath Express,1,CF24 3LH,51.49302574253334, -3.1706231832504272
966,Cardiff City Rd Express,1,CF24 3DR,51.4896572888626, -3.168651759624481
967,Cardiff Mermaid Quay Express,1,CF10 5BZ,51.463622842356045, -3.16578240244678
968,Cardiff Maes Y Coed Express,1,CF14 4TT,51.51999367592756, -3.195442892030769
969,Cardiff North Rd Express,1,CF14 3BH,51.49857970593455, -3.193666755167952
970,Whitchurch Express,1,CF14 7BQ,51.51602912729689, -3.224229145876052
971,Canton Cardiff City Express,1,CF11 9AN,51.48108047044721, -3.2008606332055023
972,Cardiff St Marys Express,1,CF10 1AB,51.47890396055084, -3.177975118160248
973,Cardiff Wellfield Rd Express,1,CF24 3NZ,51.49526845689983, -3.1657174229621887
974,Grangetown Corporation Rd Express,1,CF11 7AT,51.469707001731734, -3.185839354991913
975,Clifton St Express,1,CF24 1LR,51.48537329838702, -3.1573784351348877
976,Cardiff Lakeside Express,1,CF23 6DL,51.51490078344615, -3.169730682006957
977,Cardiff Canton Express,1,CF5 1JG,51.482256505023635, -3.210390955209732
978,Cardiff Capitol Express,1,CF10 2HQ,51.4823422606371, -3.172843966934238
979,Cardiff Tredegar St Express,1,CF10 1EF,51.478406210296704, -3.173851736317619
980,Cathays Terrace Express,1,CF24 4HZ,51.495958863695755, -3.1817494110450752
981,Cardiff Countisbury Express,1,CF3 5SQ,51.52184170001309, -3.119278296011545
982,St Mellons Superstore,2,CF3 0EF,51.52439200896908, -3.1034284830093384
983,Culverhouse Cross Extra,3,CF5 6XQ,51.46708094784233, -3.274804651791783
984,Cardiff Extra,3,CF14 3AT,51.49772966074777, -3.206422744881241
985,Cardiff Salisbury Rd Express,1,CF24 4AD,51.48799897907705, -3.1732562944774827
986,Howard Gardens Express,1,CF24 0SP,51.4831497, -3.1653675
987,Cardiff Tyn-Y-Parc Express,1,CF14 6BN,51.5170043960939, -3.2153187131374406
988,Carlisle Victoria Viaduct Superstore,2,CA3 8AJ,54.89251909989851, -2.9354289919137955
989,Carlisle Warwick Rd Superstore,2,CA1 2SB,54.89705168911245, -2.8935563564300537
990,Cheadle Wilmslow Express,1,SK8 1DW,53.393316510771655, -2.2169476747512817
991,Heald Green Express,1,SK8 3QA,53.37042535870592, -2.2328416910022497
992,Cheadle Hulme Express,1,SK8 7AB,53.37426193157535, -2.1866272298393596
993,Chelmsford Marsham Arms Express,1,CM1 2RY,51.73217964062992, 0.4554229021734635
994,Chelmsford Broomfield Rd Express,1,CM1 4DP,51.75154033241473, 0.4690145963968462
995,Springfield Express,1,CM1 6GL,51.754387, 0.4930831
996,Springfield Rd Superstore,2,CM2 6QT,51.733668913759, 0.47768323719435557
997,Chelmsford Moulsham St Express,1,CM2 0JA,51.72898040694895, 0.47101937234401703
998,Chelmsford Interchange Express,1,CM1 1GZ,51.73660919648733, 0.46672674932957126
999,Danbury Esso Express,1,CM3 4QW,51.716323550532394, 0.58989831409753
1000,Great Baddow Express,1,CM2 8YX,51.71407155334095, 0.48861454461063936
1001,Chelmsford Princes Rd Superstore,2,CM2 9XW,51.72054532324416, 0.46215718650819326
1002,Cheltenham Express,1,GL50 1DW,51.89941358229033, -2.0721824883258755
1003,Cheltenham Hewlett Rd Express,1,GL52 6UJ,51.90112792769181, -2.054959684610367
1004,Evesham Esso Express,1,WR11 1LE,52.08265762995833, -1.9505077600479126
1005,Bishops Cleeve Superstore,2,GL52 8LR,51.94649020373976, -2.0615576114641954
1006,Cheltenham Superstore,2,GL51 8JQ,51.905911385851375, -2.0867452025413513
1007,Stow-On-The-Wold Superstore,2,GL54 1BX,51.9337476362487, -1.721920632713136
1008,Cheltenham High Street Express,1,GL50 3HJ,51.902663564565806, -2.076203096296132
1009,Queens Rd Cheltenham Express,1,GL50 2NH,51.89755882665371, -2.0983028411865234
1010,Chepstow Old Farm Express,1,NP16 5TY,51.62253784954977, -2.6683929562568665
1011,Chepstow Superstore,2,NP16 5PB,51.64113289352203, -2.6714640855789185
1012,Middlewich Wheelock St Express,1,CW10 9AG,53.19254241973592, -2.445942610502243
1013,Bollington Cheshire Express,1,SK10 5HT,53.293602654926396, -2.110404677557698
1014,Winsford Delamere Express,1,CW7 2RD,53.19199472364545, -2.544233876722508
1015,Chessington Hook Express,1,KT9 1EL,51.36705327895385, -0.3063243627548218
1016,Chessington Express,1,KT9 1SG,51.36925928642514, -0.2954087396302363
1017,Broughton Chester Extra,3,CH4 0DP,53.1693395618968, -2.97390681306523
1018,Chester Pepper St Express,1,CH1 1DF,53.188488, -2.89021
1019,Chester Superstore,2,CH1 3JS,53.19259415858319, -2.887343424915454
1020,Delamere St Chester Express,1,CH1 4DS,53.1950961378183, -2.893019131282813
1021,Chester Sealand Rd Superstore,2,CH1 4NT,53.19489498273609, -2.9114574193954468
1022,Chester Weston Express,1,CH2 1QL,53.2145894179871, -2.8799790143966675
1023,Chesterfield Pavements Express,1,S40 1PA,53.234965129096736, -1.430247724056244
1024,Chesterfield Derby Rd Express,1,S40 2EP,53.22429189302565, -1.4269652171128655
1025,Clay Cross Extra,3,S45 9NU,53.16897776912519, -1.4096966538090783
1026,Chesterfield Whittington Express,1,S41 9LQ,53.273481396049306, -1.4171471779097828
1027,Chesterfield Extra,3,S41 7JB,53.252522982360546, -1.4237455449675118
1028,Chesterfield Clowne Superstore,2,S43 4JN,53.274586071689995, -1.2650477724202336
1029,Chesterfield Esso Express,1,S41 7AL,53.250369917008314, -1.4458317031450485
1030,Chichester South St Express,1,PO19 1EL,50.83444125396421, -0.7798413839373097
1031,Chichester Extra,3,PO19 3JT,50.83449046182777, -0.800827145576477
1032,East Wittering Express,1,PO20 8BJ,50.76952081077538, -0.8733899099752307
1033,Chippenham Superstore,2,SN15 3JP,51.45965343293663, -2.113970757053636
1034,Lyneham Express,1,SN15 4PS,51.50693279970679, -1.9661101698875427
1035,Chippenham Foundry Ln Express,1,SN15 1JB,51.46342912179817, -2.1167522485848167
1036,Frogwell Esso Express,1,SN14 0JH,51.45968931523729, -2.1378317754631553
1037,Pewsham Local Centre Express,1,SN15 3SY,51.44759428933128, -2.101172012574879
1038,Chorley Extra,3,PR7 1NW,53.65610479379824, -2.658597668639686
1039,Chorley Buckshaw Superstore,2,PR7 7EL,53.67498777682078, -2.658967673778534
1040,Preston Road Express,1,PR7 1PH,53.661973976874, -2.6310421870338163
1041,Christchurch Esso Express,1,BH23 2AY,50.74292328772301, -1.8007900303064162
1042,Christchurch Highcliffe Express,1,BH23 5HD,50.74228592488055, -1.6976478695869446
1043,Chesterton Cirencester Express,1,GL7 1XQ,51.70856973910214, -1.9722631573677063
1044,Cirencester Superstore,2,GL7 1HW,51.71561300967959, -1.9699779152870178
1045,Cirencester Extra,3,GL7 1NP,51.70596585122606, -1.9524845350570152
1046,Thorpe Le Soken Express,1,CO16 0EA,51.857894970947775, 1.1620201094319782
1047,Clacton-On-Sea Superstore,2,CO15 4EF,51.812146970703424, 1.1499005556106567
1048,Clacton-On-Sea Express,1,CO15 3DP,51.793900876505646, 1.1408193247726617
1049,Cleethorpes Grimsby Rd Express,1,DN35 7DD,53.57062002622165, -0.05237622642307649
1050,Cleethorpes Extra,3,DN35 9QR,53.53916612808808, -0.04534006118774414
1051,Coatbridge Express,1,ML5 4FS,55.852448059483926, -3.998336671653988
1052,Woodside Express,1,ML5 5NP,55.851244907969914, -4.047323316335678
1053,Coatbridge Bank St Express,1,ML5 1ET,55.85925077762366, -4.03922975063324
1054,Coatbridge Extra,3,ML5 3SQ,55.859418833954315, -4.022684273367698
1055,Colchester Bromley Rd Express,1,CO4 3JF,51.89642754533101, 0.9391044080257416
1056,Colchester Crouch St Express,1,CO3 3HH,51.88757244374828, 0.8915823698043823
1057,Brightlingsea Express,1,CO7 0AB,51.811350172773615, 1.0249029099941254
1058,Colchester St Johns Express,1,CO4 0NB,51.90296255516092, 0.9296496136357746
1059,Colchester Tiptree Superstore,2,CO5 0SU,51.80921823839381, 0.7513657397612405
1060,Colchester Hythe Superstore,2,CO1 2TE,51.88514445566518, 0.9296885132789612
1061,West Mersea Express,1,CO5 8QT,51.778822632485856, 0.9129224947937331
1062,Colchester Extra,3,CO4 9ED,51.909891668776005, 0.918857753276825
1063,Great Bentley Express,1,CO7 8LA,51.85255872070999, 1.064375638961792
1064,Colchester Magdalen Express,1,CO1 2LA,51.88504575544174, 0.9122301312827403
1065,Congleton Superstore,2,CW12 1LR,53.16887015624296, -2.2174752855123225
1066,Congleton W Rd Express,1,CW12 4HB,53.16448578392526, -2.2294712944774346
1067,Consett Durham Rd Express,1,DH8 8RX,54.860887843521866, -1.849140107697167
1068,Consett Genesis Extra,3,DH8 5XP,54.848506291913594, -1.841275101852375
1069,Oakley Vale Express,1,NN18 8LX,52.47347813114694, -0.7068311982948217
1070,Corby Oakley Rd Extra,3,NN18 8AL,52.487703626888646, -0.6829553398130894
1071,Cannon Park Centre Superstore,2,CV4 7EH,52.38686988702236, -1.5547746419906616
1072,Coventry Shelton Square Express,1,CV1 1DG,52.4064811101708, -1.5131513681262732
1073,Ball Hill Walsgrave Rd Express,1,CV2 4BA,52.41137655486758, -1.4815431502847787
1074,Coventry Holyhead Express,1,CV5 8HU,52.41775789869042, -1.5452152490615845
